start_time,finish_time,emotion_level,,,
7:25,7:29,2,,,0:04
7:26,7:30,2,,,0:04
7:27,7:31,2,,,0:04
7:40,7:44,4,,,0:04
7:41,7:45,4,,,0:04
7:42,7:46,4,,,0:04
7:43,7:47,4,,,0:04
7:44,7:48,4,,,0:04
7:45,7:49,4,,,0:04
7:51,7:55,4,,,0:04
7:52,7:56,4,,,0:04
7:53,7:57,4,,,0:04
7:54,7:58,4,,,0:04
7:55,7:59,4,,,0:04
7:56,8:00,4,,,0:04
7:57,8:01,4,,,0:04
7:58,8:02,4,,,0:04
7:59,8:03,4,,,0:04
8:00,8:04,4,,,0:04
8:01,8:05,4,,,0:04
8:02,8:06,4,,,0:04
8:03,8:07,4,,,0:04
8:04,8:08,4,,,0:04
8:05,8:09,4,,,0:04
8:06,8:10,4,,,0:04
8:07,8:11,4,,,0:04
8:08,8:12,4,,,0:04
8:09,8:13,4,,,0:04
8:10,8:14,4,,,0:04
8:11,8:15,4,,,0:04
8:12,8:16,4,,,0:04
8:13,8:17,4,,,0:04
8:14,8:18,4,,,0:04
8:15,8:19,4,,,0:04
8:16,8:20,4,,,0:04
8:17,8:21,4,,,0:04
8:18,8:22,4,,,0:04
8:19,8:23,4,,,0:04
8:20,8:24,4,,,0:04
8:21,8:25,4,,,0:04
8:22,8:26,4,,,0:04
8:23,8:27,4,,,0:04
8:24,8:28,4,,,0:04
8:25,8:29,4,,,0:04
8:26,8:30,4,,,0:04
8:27,8:31,4,,,0:04
8:30,8:34,4,,,0:04
8:31,8:35,4,,,0:04
8:32,8:36,4,,,0:04
8:33,8:37,4,,,0:04
8:34,8:38,4,,,0:04
8:35,8:39,4,,,0:04
8:36,8:40,4,,,0:04
8:37,8:41,4,,,0:04
8:38,8:42,4,,,0:04
8:47,8:51,2,,,0:04
8:48,8:52,2,,,0:04
8:49,8:53,2,,,0:04
8:50,8:54,2,,,0:04
8:53,8:57,2,,,0:04
8:54,8:58,2,,,0:04
8:55,8:59,2,,,0:04
9:07,9:11,4,,,0:04
9:08,9:12,4,,,0:04
9:09,9:13,4,,,0:04
9:10,9:14,4,,,0:04
9:11,9:15,4,,,0:04
9:12,9:16,4,,,0:04
9:13,9:17,4,,,0:04
9:14,9:18,4,,,0:04
9:15,9:19,4,,,0:04
9:21,9:25,-1,,,0:04
9:22,9:26,-1,,,0:04
9:23,9:27,-1,,,0:04
9:24,9:28,-1,,,0:04
9:25,9:29,-1,,,0:04
9:26,9:30,-1,,,0:04
9:27,9:31,-1,,,0:04
9:28,9:32,-1,,,0:04
9:29,9:33,-1,,,0:04
9:32,9:36,-1,,,0:04
9:33,9:37,-1,,,0:04
9:40,9:44,1,,,0:04
9:41,9:45,1,,,0:04
9:42,9:46,1,,,0:04
9:43,9:47,1,,,0:04
9:44,9:48,1,,,0:04
9:45,9:49,1,,,0:04
9:46,9:50,1,,,0:04
9:52,9:56,1,,,0:04
9:53,9:57,1,,,0:04
9:54,9:58,1,,,0:04
9:55,9:59,1,,,0:04
9:56,10:00,1,,,0:04
9:57,10:01,1,,,0:04
9:58,10:02,1,,,0:04
9:59,10:03,1,,,0:04
10:00,10:04,1,,,0:04
10:01,10:05,1,,,0:04
10:02,10:06,1,,,0:04
10:03,10:07,1,,,0:04
10:04,10:08,1,,,0:04
10:05,10:09,1,,,0:04
10:11,10:15,3,,,0:04
10:12,10:16,3,,,0:04
10:13,10:17,3,,,0:04
10:20,10:24,3,,,0:04
10:21,10:25,3,,,0:04
10:22,10:26,3,,,0:04
10:23,10:27,3,,,0:04
10:24,10:28,3,,,0:04
10:25,10:29,3,,,0:04
10:26,10:30,3,,,0:04
10:27,10:31,3,,,0:04
10:28,10:32,3,,,0:04
10:29,10:33,3,,,0:04
10:30,10:34,3,,,0:04
10:31,10:35,3,,,0:04
10:32,10:36,3,,,0:04
10:33,10:37,3,,,0:04
10:34,10:38,3,,,0:04
10:35,10:39,3,,,0:04
10:36,10:40,3,,,0:04
10:37,10:41,3,,,0:04
10:52,10:56,4,,,0:04
10:55,10:59,4,,,0:04
11:04,11:08,2,,,0:04
11:05,11:09,2,,,0:04
11:06,11:10,2,,,0:04
11:07,11:11,2,,,0:04
11:08,11:12,2,,,0:04
11:09,11:13,2,,,0:04
11:10,11:14,2,,,0:04
11:11,11:15,2,,,0:04
11:12,11:16,2,,,0:04
11:13,11:17,2,,,0:04
11:14,11:18,2,,,0:04
11:15,11:19,2,,,0:04
11:16,11:20,2,,,0:04
11:17,11:21,2,,,0:04
11:18,11:22,2,,,0:04
11:19,11:23,2,,,0:04
11:20,11:24,2,,,0:04
11:21,11:25,2,,,0:04
11:22,11:26,2,,,0:04
11:23,11:27,2,,,0:04
11:24,11:28,2,,,0:04
11:39,11:43,2,,,0:04
11:40,11:44,2,,,0:04
11:41,11:45,2,,,0:04
11:42,11:46,2,,,0:04
11:54,11:58,0,,,0:04
11:55,11:59,0,,,0:04
12:11,12:15,4,,,0:04
12:12,12:16,4,,,0:04
12:13,12:17,4,,,0:04
12:14,12:18,4,,,0:04
12:15,12:19,4,,,0:04
12:16,12:20,4,,,0:04
12:20,12:24,4,,,0:04
12:21,12:25,4,,,0:04
12:22,12:26,4,,,0:04
12:23,12:27,4,,,0:04
12:24,12:28,4,,,0:04
12:25,12:29,4,,,0:04
12:26,12:30,4,,,0:04
12:27,12:31,4,,,0:04
12:28,12:32,4,,,0:04
12:29,12:33,4,,,0:04
12:30,12:34,4,,,0:04
12:31,12:35,4,,,0:04
12:32,12:36,4,,,0:04
12:44,12:48,2,,,0:04
12:45,12:49,2,,,0:04
12:46,12:50,2,,,0:04
12:47,12:51,2,,,0:04
12:48,12:52,2,,,0:04
12:49,12:53,2,,,0:04
12:50,12:54,2,,,0:04
12:51,12:55,2,,,0:04
12:52,12:56,2,,,0:04
12:53,12:57,2,,,0:04
12:54,12:58,2,,,0:04
12:55,12:59,2,,,0:04
12:56,13:00,2,,,0:04
12:57,13:01,2,,,0:04
12:58,13:02,2,,,0:04
12:59,13:03,2,,,0:04
13:11,13:15,4,,,0:04
13:12,13:16,4,,,0:04
13:13,13:17,4,,,0:04
13:14,13:18,4,,,0:04
13:15,13:19,4,,,0:04
13:18,13:22,4,,,0:04
13:19,13:23,4,,,0:04
13:20,13:24,4,,,0:04
13:21,13:25,4,,,0:04
13:22,13:26,4,,,0:04
13:23,13:27,4,,,0:04
13:24,13:28,4,,,0:04
13:25,13:29,4,,,0:04
13:26,13:30,4,,,0:04
13:29,13:33,4,,,0:04
13:30,13:34,4,,,0:04
13:31,13:35,4,,,0:04
13:32,13:36,4,,,0:04
13:33,13:37,4,,,0:04
13:34,13:38,4,,,0:04
13:35,13:39,4,,,0:04
13:36,13:40,4,,,0:04
13:37,13:41,4,,,0:04
13:38,13:42,4,,,0:04
13:39,13:43,4,,,0:04
13:40,13:44,4,,,0:04
13:41,13:45,4,,,0:04
13:42,13:46,4,,,0:04
13:43,13:47,4,,,0:04
13:44,13:48,4,,,0:04
13:45,13:49,4,,,0:04
13:46,13:50,4,,,0:04
13:47,13:51,4,,,0:04
13:48,13:52,4,,,0:04
13:49,13:53,4,,,0:04
13:52,13:56,4,,,0:04
13:53,13:57,4,,,0:04
13:54,13:58,4,,,0:04
13:55,13:59,4,,,0:04
14:05,14:09,3,,,0:04
14:06,14:10,3,,,0:04
14:07,14:11,3,,,0:04
14:08,14:12,3,,,0:04
14:09,14:13,3,,,0:04
14:10,14:14,3,,,0:04
14:11,14:15,3,,,0:04
14:12,14:16,3,,,0:04
14:13,14:17,3,,,0:04
14:14,14:18,3,,,0:04
14:15,14:19,3,,,0:04
14:16,14:20,3,,,0:04
14:17,14:21,3,,,0:04
14:28,14:32,4,,,0:04
14:29,14:33,4,,,0:04
14:30,14:34,4,,,0:04
14:31,14:35,4,,,0:04
14:37,14:41,4,,,0:04
14:48,14:52,2,,,0:04
14:49,14:53,2,,,0:04
14:50,14:54,2,,,0:04
15:00,15:04,4,,,0:04
15:01,15:05,4,,,0:04
15:02,15:06,4,,,0:04
15:03,15:07,4,,,0:04
15:04,15:08,4,,,0:04
15:05,15:09,4,,,0:04
15:06,15:10,4,,,0:04
15:07,15:11,4,,,0:04
15:08,15:12,4,,,0:04
15:09,15:13,4,,,0:04
15:10,15:14,4,,,0:04
15:11,15:15,4,,,0:04
15:12,15:16,4,,,0:04
15:13,15:17,4,,,0:04
15:14,15:18,4,,,0:04
15:15,15:19,4,,,0:04
15:16,15:20,4,,,0:04
15:17,15:21,4,,,0:04
15:18,15:22,4,,,0:04
15:19,15:23,4,,,0:04
15:20,15:24,4,,,0:04
15:21,15:25,4,,,0:04
15:22,15:26,4,,,0:04
15:23,15:27,4,,,0:04
15:24,15:28,4,,,0:04
15:25,15:29,4,,,0:04
15:26,15:30,4,,,0:04
15:49,15:53,3,,,0:04
15:50,15:54,3,,,0:04
15:51,15:55,3,,,0:04
15:52,15:56,3,,,0:04
15:53,15:57,3,,,0:04
15:54,15:58,3,,,0:04
15:55,15:59,3,,,0:04
15:56,16:00,3,,,0:04
15:57,16:01,3,,,0:04
15:58,16:02,3,,,0:04
15:59,16:03,3,,,0:04
16:00,16:04,3,,,0:04
16:01,16:05,3,,,0:04
16:02,16:06,3,,,0:04
16:03,16:07,3,,,0:04
16:04,16:08,3,,,0:04
16:07,16:11,3,,,0:04
16:08,16:12,3,,,0:04
16:09,16:13,3,,,0:04
16:10,16:14,3,,,0:04
16:11,16:15,3,,,0:04
16:12,16:16,3,,,0:04
16:13,16:17,3,,,0:04
16:14,16:18,3,,,0:04
16:15,16:19,3,,,0:04
16:16,16:20,3,,,0:04
16:17,16:21,3,,,0:04
16:18,16:22,3,,,0:04
16:19,16:23,3,,,0:04
16:20,16:24,3,,,0:04
16:21,16:25,3,,,0:04
16:22,16:26,3,,,0:04
16:27,16:31,3,,,0:04
16:31,16:35,3,,,0:04
16:32,16:36,3,,,0:04
16:33,16:37,3,,,0:04
16:34,16:38,3,,,0:04
16:35,16:39,3,,,0:04
16:36,16:40,3,,,0:04
16:39,16:43,3,,,0:04
16:40,16:44,3,,,0:04
16:41,16:45,3,,,0:04
16:42,16:46,3,,,0:04
16:43,16:47,3,,,0:04
16:55,16:59,-1,,,0:04
16:56,17:00,-1,,,0:04
16:57,17:01,-1,,,0:04
16:58,17:02,-1,,,0:04
16:59,17:03,-1,,,0:04
17:00,17:04,-1,,,0:04
17:09,17:13,-1,,,0:04
17:12,17:16,-1,,,0:04
17:13,17:17,-1,,,0:04
17:14,17:18,-1,,,0:04
17:17,17:21,-1,,,0:04
17:18,17:22,-1,,,0:04
17:26,17:30,3,,,0:04
17:27,17:31,3,,,0:04
17:28,17:32,3,,,0:04
17:29,17:33,3,,,0:04
17:30,17:34,3,,,0:04
17:31,17:35,3,,,0:04
17:32,17:36,3,,,0:04
17:33,17:37,3,,,0:04
17:34,17:38,3,,,0:04
17:35,17:39,3,,,0:04
17:36,17:40,3,,,0:04
17:37,17:41,3,,,0:04
17:38,17:42,3,,,0:04
17:39,17:43,3,,,0:04
17:40,17:44,3,,,0:04
17:41,17:45,3,,,0:04
17:42,17:46,3,,,0:04
17:51,17:55,0,,,0:04
17:52,17:56,0,,,0:04
18:01,18:05,0,,,0:04
18:02,18:06,0,,,0:04
18:03,18:07,0,,,0:04
18:04,18:08,0,,,0:04
18:05,18:09,0,,,0:04
18:06,18:10,0,,,0:04
